Term,TF-IDF Score
aw,0.48300842784839426
secur,0.34389970605120235
use,0.2851011741575439
access,0.22974450754546544
manag,0.17639559568097535
data,0.15631804820509196
servic,0.1445583418263603
account,0.14341105339916693
bp,0.14312423129236862
sec,0.13738778915640193
control,0.12849630384565358
amazon,0.12534126067087192
resourc,0.12390715013688024
user,0.10956604479696355
ident,0.09952727105902186
iam,0.09837998263182852
provid,0.09694587209783685
implement,0.09407765102985352
practic,0.09063578574827351
autom,0.08776756468029016
architect,0.0863334541462985
respons,0.0854729878259035
polici,0.08461252150550849
workload,0.08403887729191183
incid,0.08403887729191183
well,0.08346523307831516
framework,0.08002336779673516
best,0.07772879094234848
permiss,0.07486056987436515
pillar,0.07342645934037348
organ,0.07141870459278514
process,0.06969777195199514
requir,0.06969777195199514
key,0.06654272877721346
congur,0.06596908456361679
credenti,0.06453497402962513
log,0.06453497402962513
relat,0.06396132981602846
role,0.06195357506844012
applic,0.06137993085484345
deploy,0.05937217610725511
help,0.055643488718876775
establish,0.055643488718876775
creat,0.053635733971288437
protect,0.05306208975769177
system,0.05277526765089344
network,0.0516279792237001
environ,0.0499070465829101
test,0.04875975815571676
dene,0.04789929183532176
guidanc,0.04761246972852343
team,0.04761246972852343
code,0.04703882551492676
reduc,0.046178359194531754
level,0.04560471498093509
tool,0.04503107076733842
exampl,0.04417060444694342
develop,0.04388378234014508
risk,0.04359696023334675
oper,0.04359696023334675
threat,0.04216284969935508
review,0.04187602759255675
allow,0.04072873916536341
encrypt,0.03986827284496841
need,0.03958145073817008
consid,0.03958145073817008
detect,0.039294628631371745
share,0.03757369599058174
identifi,0.03527911913619507
perform,0.03527911913619507
event,0.0347054749225984
within,0.03441865281580007
emerg,0.03441865281580007
group,0.0338450086022034
root,0.03327136438860673
document,0.03241089806821173
chang,0.03241089806821173
store,0.03183725385461506
step,0.03183725385461506
custom,0.03155043174781673
softwar,0.031263609641018396
monitor,0.03097678753422006
also,0.03097678753422006
alert,0.030689965427421726
central,0.030403143320623393
includ,0.029829499107026723
common,0.029829499107026723
base,0.029829499107026723
integr,0.029255854893430057
grant,0.028969032786631724
layer,0.02868221067983339
model,0.028395388573035054
inform,0.027821744359438388
sensit,0.027248100145841718
mechan,0.027248100145841718
approach,0.02667445593224505
set,0.02638763382544672
certic,0.026100811718648385
secret,0.026100811718648385
updat,0.026100811718648385
trac,0.02581398961185005
issu,0.025240345398253382
lifecycl,0.02495352329145505
sourc,0.02495352329145505
standard,0.024666701184656716
build,0.024666701184656716
action,0.024666701184656716
verifi,0.024666701184656716
web,0.02437987907785838
sign,0.02437987907785838
cloud,0.024093056971060046
support,0.023806234864261713
remedi,0.02351941275746338
solut,0.02351941275746338
audit,0.023232590650665044
analyz,0.023232590650665044
time,0.023232590650665044
pipelin,0.023232590650665044
new,0.02294576854386671
authent,0.022658946437068377
improv,0.022658946437068377
vpc,0.022372124330270044
privileg,0.02208530222347171
pattern,0.02208530222347171
extern,0.021798480116673374
recommend,0.02151165800987504
parti,0.02151165800987504
addit,0.02151165800987504
center,0.02151165800987504
dierent,0.020364369582681705
design,0.020364369582681705
third,0.020077547475883372
appli,0.020077547475883372
expos,0.020077547475883372
object,0.020077547475883372
feder,0.020077547475883372
product,0.01979072536908504
classic,0.01979072536908504
desir,0.01979072536908504
automat,0.019503903262286706
follow,0.019503903262286706
infrastructur,0.019503903262286706
comput,0.019503903262286706
across,0.019503903262286706
public,0.019503903262286706
privat,0.01921708115548837
temporari,0.018930259048690036
understand,0.018930259048690036
trust,0.018930259048690036
outcom,0.018930259048690036
multipl,0.018930259048690036
enforc,0.018930259048690036
bucket,0.018930259048690036
appropri,0.018643436941891703
continu,0.018643436941891703
activ,0.018643436941891703
way,0.018643436941891703
respond,0.01835661483509337
valid,0.01835661483509337
long,0.018069792728295037
scope,0.018069792728295037
avail,0.018069792728295037
commun,0.0177829706214967
run,0.0177829706214967
api,0.017496148514698367
separ,0.017496148514698367
imag,0.017209326407900034
author,0.017209326407900034
potenti,0.017209326407900034
instanc,0.017209326407900034
prevent,0.0169225043011017
plan,0.0169225043011017
function,0.016635682194303364
see,0.016635682194303364
vulner,0.01634886008750503
specic,0.01634886008750503
least,0.01634886008750503
manual,0.01634886008750503
anti,0.01634886008750503
place,0.016062037980706698
eectiv,0.015775215873908364
complianc,0.015775215873908364
password,0.015775215873908364
make,0.015775215873908364
gener,0.015775215873908364
term,0.015775215873908364
princip,0.01548839376711003
capabl,0.01548839376711003
mfa,0.01548839376711003
train,0.015201571660311696
one,0.015201571660311696
rotat,0.015201571660311696
benet,0.014914749553513362
rule,0.014914749553513362
human,0.014914749553513362
depend,0.014627927446715028
evalu,0.014627927446715028
cross,0.014341105339916695
determin,0.014341105339916695
km,0.014341105339916695
scan,0.01405428323311836
may,0.01405428323311836
case,0.01405428323311836
mitig,0.01405428323311836
nding,0.01405428323311836
part,0.01405428323311836
regularli,0.013767461126320027
tag,0.013767461126320027
compon,0.013767461126320027
administr,0.013767461126320027
backup,0.013767461126320027
storag,0.013767461126320027
might,0.013480639019521692
reli,0.013480639019521692
maintain,0.013480639019521692
strategi,0.013480639019521692
in,0.01319381691272336
contain,0.01319381691272336
high,0.012906994805925024
learn,0.012906994805925024
initi,0.012906994805925024
like,0.012906994805925024
featur,0.012906994805925024
builder,0.012906994805925024
request,0.012620172699126691
cong,0.012620172699126691
member,0.012620172699126691
type,0.012620172699126691
cloudtrail,0.012620172699126691
check,0.012333350592328358
provis,0.012333350592328358
guid,0.012333350592328358
take,0.012046528485530023
forens,0.012046528485530023
rest,0.012046528485530023
govern,0.012046528485530023
locat,0.01175970637873169
remov,0.01175970637873169
associ,0.01175970637873169
number,0.01175970637873169
task,0.01175970637873169
impact,0.01175970637873169
must,0.01175970637873169
bas,0.011472884271933355
cicd,0.011472884271933355
version,0.011472884271933355
video,0.011472884271933355
detail,0.011472884271933355
cost,0.011186062165135022
program,0.011186062165135022
period,0.011186062165135022
playbook,0.011186062165135022
unauthor,0.011186062165135022
attribut,0.011186062165135022
list,0.011186062165135022
lambda,0.011186062165135022
consist,0.011186062165135022
token,0.011186062165135022
busi,0.010899240058336687
patch,0.010899240058336687
simul,0.010899240058336687
templat,0.010899240058336687
architectur,0.010899240058336687
investig,0.010899240058336687
prepar,0.010899240058336687
option,0.010612417951538354
boundari,0.010612417951538354
import,0.010612417951538354
necessari,0.010612417951538354
start,0.010612417951538354
cloudform,0.010612417951538354
workforc,0.010612417951538354
captur,0.010612417951538354
balanc,0.010325595844740021
packag,0.010325595844740021
guardrail,0.010325595844740021
peopl,0.010038773737941686
align,0.010038773737941686
scp,0.010038773737941686
possibl,0.010038773737941686
handl,0.010038773737941686
region,0.010038773737941686
condit,0.009751951631143353
pre,0.009751951631143353
without,0.009751951631143353
principl,0.009751951631143353
individu,0.009751951631143353
miscongur,0.009751951631143353
non,0.009751951631143353
default,0.009751951631143353
programmat,0.009465129524345018
enabl,0.009465129524345018
recoveri,0.009465129524345018
transit,0.009465129524345018
exercis,0.009465129524345018
devic,0.009465129524345018
restrict,0.009465129524345018
relev,0.009465129524345018
databas,0.009465129524345018
tower,0.009465129524345018
address,0.009465129524345018
partner,0.009465129524345018
critic,0.009178307417546685
protocol,0.009178307417546685
collect,0.009178307417546685
load,0.009178307417546685
multi,0.009178307417546685
increas,0.00889148531074835
queri,0.00889148531074835
involv,0.00889148531074835
isol,0.00889148531074835
mani,0.00889148531074835
limit,0.00889148531074835
hub,0.00889148531074835
machin,0.008604663203950017
organiz,0.008604663203950017
penetr,0.008604663203950017
connect,0.008604663203950017
on,0.008604663203950017
refer,0.008604663203950017
work,0.008604663203950017
report,0.008317841097151682
artifact,0.008317841097151682
medium,0.008317841097151682
guardduti,0.008317841097151682
inspect,0.008031018990353349
ensur,0.008031018990353349
scenario,0.008031018990353349
cloudwatch,0.008031018990353349
singl,0.008031018990353349
point,0.008031018990353349
harden,0.008031018990353349
ow,0.008031018990353349
failur,0.007744196883555015
tl,0.007744196883555015
exist,0.007744196883555015
select,0.007457374776756681
strong,0.007457374776756681
gateway,0.007457374776756681
get,0.007457374776756681
senior,0.007457374776756681
track,0.007457374776756681
analysi,0.007457374776756681
scale,0.007457374776756681
unintend,0.007457374776756681
structur,0.007457374776756681
releas,0.007170552669958348
elast,0.007170552669958348
correl,0.007170552669958348
approv,0.007170552669958348
firewal,0.007170552669958348
rout,0.007170552669958348
area,0.007170552669958348
outsid,0.007170552669958348
session,0.007170552669958348
stay,0.007170552669958348
describ,0.006883730563160014
zone,0.006883730563160014
properti,0.006883730563160014
unexpect,0.006883730563160014
personnel,0.006883730563160014
foundat,0.006883730563160014
assum,0.006883730563160014
priorit,0.006883730563160014
expect,0.006883730563160014
valu,0.006883730563160014
lake,0.006883730563160014
repositori,0.00659690845636168
delet,0.00659690845636168
oer,0.00659690845636168
interact,0.00659690845636168
to,0.00659690845636168
identi,0.006310086349563346
unit,0.006310086349563346
compli,0.006310086349563346
two,0.006310086349563346
direct,0.006310086349563346
contact,0.006310086349563346
feedback,0.006310086349563346
turn,0.006310086349563346
behavior,0.006310086349563346
meet,0.006023264242765012
achiev,0.006023264242765012
mode,0.006023264242765012
minim,0.006023264242765012
date,0.006023264242765012
call,0.006023264242765012
instead,0.006023264242765012
purpos,0.006023264242765012
qualiti,0.006023264242765012
open,0.006023264242765012
technolog,0.006023264242765012
signatur,0.006023264242765012
consol,0.006023264242765012
retent,0.006023264242765012
regular,0.006023264242765012
either,0.005736442135966678
end,0.005736442135966678
built,0.005736442135966678
client,0.005736442135966678
eb,0.005736442135966678
codeguru,0.005736442135966678
retriev,0.005736442135966678
result,0.005736442135966678
cognito,0.005449620029168344
factor,0.005449620029168344
error,0.005449620029168344
assess,0.005449620029168344
latest,0.005449620029168344
http,0.005449620029168344
sever,0.005449620029168344
intellig,0.005449620029168344
choos,0.005449620029168344
section,0.005449620029168344
right,0.005449620029168344
rst,0.005449620029168344
abil,0.005449620029168344
endpoint,0.005449620029168344
perimet,0.005449620029168344
cli,0.005449620029168344
procedur,0.005449620029168344
ownership,0.0051627979223700105
complex,0.0051627979223700105
phase,0.0051627979223700105
complet,0.0051627979223700105
occur,0.0051627979223700105
situat,0.0051627979223700105
assign,0.0051627979223700105
cryptograph,0.0051627979223700105
email,0.0051627979223700105
decis,0.0051627979223700105
metric,0.0051627979223700105
throughout,0.0051627979223700105
iot,0.0051627979223700105
full,0.0051627979223700105
method,0.0051627979223700105
resolv,0.0048759758155716764
incorpor,0.0048759758155716764
abl,0.0048759758155716764
anywher,0.0048759758155716764
premis,0.0048759758155716764
iac,0.0048759758155716764
stakehold,0.0048759758155716764
anoth,0.0048759758155716764
known,0.0048759758155716764
archiv,0.0048759758155716764
notic,0.0048759758155716764
sdk,0.0048759758155716764
exposur,0.0048759758155716764
job,0.0048759758155716764
distribut,0.0048759758155716764
technic,0.0048759758155716764
techniqu,0.0048759758155716764
rd,0.0048759758155716764
whitepap,0.0048759758155716764
adher,0.0048759758155716764
materi,0.0048759758155716764
goal,0.0048759758155716764
interfac,0.0048759758155716764
volum,0.0048759758155716764
maximum,0.004589153708773342
rewal,0.004589153708773342
industri,0.004589153708773342
internet,0.004589153708773342
keep,0.004589153708773342
workshop,0.004589153708773342
recov,0.004589153708773342
variou,0.004589153708773342
entiti,0.004589153708773342
everi,0.004589153708773342
subnet,0.004589153708773342
postur,0.004589153708773342
simplifi,0.004589153708773342
ami,0.004589153708773342
owner,0.004589153708773342
overal,0.004589153708773342
replac,0.004589153708773342
becom,0.004589153708773342
publish,0.004589153708773342
prescript,0.004589153708773342
hierarchi,0.004589153708773342
deleg,0.004302331601975008
even,0.004302331601975008
name,0.004302331601975008
scheme,0.004302331601975008
saml,0.004302331601975008
success,0.004302331601975008
consum,0.004302331601975008
instal,0.004302331601975008
reinvent,0.004302331601975008
simpl,0.004302331601975008
obtain,0.004302331601975008
consider,0.004302331601975008
longer,0.004302331601975008
uniqu,0.004302331601975008
denit,0.004302331601975008
conduct,0.004302331601975008
avoid,0.004302331601975008
employe,0.004302331601975008
escal,0.004302331601975008
waf,0.004302331601975008
rather,0.004302331601975008
lead,0.004015509495176674
scalabl,0.004015509495176674
repres,0.004015509495176674
inspector,0.004015509495176674
librari,0.004015509495176674
intern,0.004015509495176674
read,0.004015509495176674
could,0.004015509495176674
enrich,0.004015509495176674
creation,0.004015509495176674
regulatori,0.004015509495176674
local,0.004015509495176674
overhead,0.004015509495176674
fail,0.004015509495176674
devop,0.004015509495176674
maci,0.004015509495176674
grain,0.004015509495176674
depth,0.004015509495176674
abac,0.004015509495176674
typic,0.004015509495176674
ci,0.004015509495176674
block,0.004015509495176674
ad,0.004015509495176674
want,0.004015509495176674
usag,0.004015509495176674
snapshot,0.004015509495176674
static,0.004015509495176674
aspect,0.004015509495176674
context,0.004015509495176674
similar,0.004015509495176674
cloudfront,0.004015509495176674
stage,0.004015509495176674
current,0.0037286873883783404
privatelink,0.0037286873883783404
sole,0.0037286873883783404
caus,0.0037286873883783404
server,0.0037286873883783404
proper,0.0037286873883783404
facilit,0.0037286873883783404
project,0.0037286873883783404
quickli,0.0037286873883783404
dont,0.0037286873883783404
domain,0.0037286873883783404
virtual,0.0037286873883783404
elev,0.0037286873883783404
lock,0.0037286873883783404
rel,0.0037286873883783404
howev,0.0037286873883783404
resid,0.0037286873883783404
knowledg,0.0037286873883783404
dedic,0.0037286873883783404
origin,0.0037286873883783404
regul,0.0037286873883783404
attach,0.0037286873883783404
normal,0.0037286873883783404
modifi,0.0037286873883783404
ongo,0.0037286873883783404
accord,0.003441865281580007
clear,0.003441865281580007
due,0.003441865281580007
command,0.003441865281580007
serv,0.003441865281580007
day,0.003441865281580007
comprehens,0.003441865281580007
acm,0.003441865281580007
compar,0.003441865281580007
logic,0.003441865281580007
low,0.003441865281580007
dn,0.003441865281580007
leav,0.003441865281580007
deliveri,0.003441865281580007
catalog,0.003441865281580007
form,0.003441865281580007
overli,0.003441865281580007
give,0.003441865281580007
expir,0.003441865281580007
correct,0.003441865281580007
upload,0.003441865281580007
guard,0.003441865281580007
less,0.003441865281580007
revok,0.003441865281580007
evolv,0.003441865281580007
good,0.003155043174781673
focu,0.003155043174781673
directli,0.003155043174781673
opportun,0.003155043174781673
signer,0.003155043174781673
nist,0.003155043174781673
host,0.003155043174781673
unavail,0.003155043174781673
ne,0.003155043174781673
deni,0.003155043174781673
view,0.003155043174781673
schedul,0.003155043174781673
taken,0.003155043174781673
adjust,0.003155043174781673
employ,0.003155043174781673
shield,0.003155043174781673
easier,0.003155043174781673
publicli,0.003155043174781673
earli,0.003155043174781673
dynamodb,0.003155043174781673
certain,0.003155043174781673
made,0.003155043174781673
advanc,0.003155043174781673
eventbridg,0.003155043174781673
measur,0.003155043174781673
agent,0.003155043174781673
tabl,0.003155043174781673
phone,0.003155043174781673
metadata,0.003155043174781673
proactiv,0.003155043174781673
state,0.003155043174781673
condenc,0.003155043174781673
self,0.003155043174781673
land,0.003155043174781673
landscap,0.003155043174781673
serverless,0.003155043174781673
setup,0.003155043174781673
acceler,0.003155043174781673
combin,0.003155043174781673
likelihood,0.003155043174781673
decrypt,0.003155043174781673
outlin,0.002868221067983339
topic,0.002868221067983339
directori,0.002868221067983339
gain,0.002868221067983339
ou,0.002868221067983339
construct,0.002868221067983339
ingest,0.002868221067983339
actual,0.002868221067983339
github,0.002868221067983339
veric,0.002868221067983339
receiv,0.002868221067983339
flow,0.002868221067983339
insight,0.002868221067983339
write,0.002868221067983339
aect,0.002868221067983339
channel,0.002868221067983339
rang,0.002868221067983339
embed,0.002868221067983339
ek,0.002868221067983339
enhanc,0.002868221067983339
adopt,0.002868221067983339
advantag,0.002868221067983339
spec,0.002868221067983339
still,0.002868221067983339
previou,0.002868221067983339
especi,0.002868221067983339
prefer,0.002868221067983339
broad,0.002868221067983339
post,0.002868221067983339
question,0.002868221067983339
altern,0.002868221067983339
physic,0.002868221067983339
consult,0.002868221067983339
script,0.002868221067983339
whether,0.002868221067983339
deliv,0.002868221067983339
content,0.002868221067983339
around,0.002868221067983339
legal,0.002868221067983339
copi,0.002868221067983339
workow,0.002868221067983339
repeat,0.002868221067983339
guidelin,0.002868221067983339
collabor,0.002868221067983339
side,0.002868221067983339
misus,0.002868221067983339
would,0.002868221067983339
ops,0.002868221067983339
attribute,0.0025813989611850052
last,0.0025813989611850052
often,0.0025813989611850052
mobil,0.0025813989611850052
lesson,0.0025813989611850052
unencrypt,0.0025813989611850052
visual,0.0025813989611850052
registri,0.0025813989611850052
ecient,0.0025813989611850052
prior,0.0025813989611850052
cdk,0.0025813989611850052
west,0.0025813989611850052
diagram,0.0025813989611850052
modi,0.0025813989611850052
codepipelin,0.0025813989611850052
methodolog,0.0025813989611850052
mirror,0.0025813989611850052
break,0.0025813989611850052
subscrib,0.0025813989611850052
east,0.0025813989611850052
eort,0.0025813989611850052
oauth,0.0025813989611850052
add,0.0025813989611850052
mtl,0.0025813989611850052
runbook,0.0025813989611850052
inventori,0.0025813989611850052
present,0.0025813989611850052
matter,0.0025813989611850052
trail,0.0025813989611850052
enterpris,0.0025813989611850052
better,0.0025813989611850052
record,0.0025813989611850052
safe,0.0025813989611850052
saa,0.0025813989611850052
cybersecur,0.0025813989611850052
reect,0.0025813989611850052
minor,0.0025813989611850052
awar,0.0025813989611850052
athena,0.0025813989611850052
regardless,0.0025813989611850052
inlin,0.0025813989611850052
red,0.0025813989611850052
engag,0.0025813989611850052
order,0.0025813989611850052
specifi,0.0025813989611850052
back,0.0025813989611850052
think,0.0025813989611850052
onboard,0.0025813989611850052
scim,0.0025813989611850052
remain,0.0025813989611850052
earlier,0.0025813989611850052
basi,0.0025813989611850052
deep,0.0025813989611850052
core,0.0025813989611850052
master,0.002294576854386671
app,0.002294576854386671
encourag,0.002294576854386671
ssh,0.002294576854386671
anomali,0.002294576854386671
hybrid,0.002294576854386671
unnecessari,0.002294576854386671
runtim,0.002294576854386671
up,0.002294576854386671
visibl,0.002294576854386671
glass,0.002294576854386671
top,0.002294576854386671
am,0.002294576854386671
vendor,0.002294576854386671
assist,0.002294576854386671
input,0.002294576854386671
emb,0.002294576854386671
sdlc,0.002294576854386671
baselin,0.002294576854386671
le,0.002294576854386671
lattic,0.002294576854386671
inadvert,0.002294576854386671
note,0.002294576854386671
happen,0.002294576854386671
blog,0.002294576854386671
export,0.002294576854386671
aggreg,0.002294576854386671
explicitli,0.002294576854386671
hardwar,0.002294576854386671
pool,0.002294576854386671
compromis,0.002294576854386671
mean,0.002294576854386671
introduc,0.002294576854386671
subject,0.002294576854386671
condenti,0.002294576854386671
unus,0.002294576854386671
discov,0.002294576854386671
reliabl,0.002294576854386671
clearli,0.002294576854386671
chain,0.002294576854386671
proven,0.002294576854386671
close,0.002294576854386671
reinforc,0.002294576854386671
liv,0.002294576854386671
rene,0.002294576854386671
skill,0.002294576854386671
codeartifact,0.002294576854386671
siem,0.002294576854386671
classifi,0.002294576854386671
service,0.002294576854386671
duti,0.002294576854386671
chanc,0.002294576854386671
retain,0.002294576854386671
accur,0.002294576854386671
ram,0.002294576854386671
accept,0.002007754747588337
distinct,0.002007754747588337
know,0.002007754747588337
put,0.002007754747588337
relationship,0.002007754747588337
az,0.002007754747588337
format,0.002007754747588337
insid,0.002007754747588337
evid,0.002007754747588337
optim,0.002007754747588337
miss,0.002007754747588337
strongli,0.002007754747588337
cultur,0.002007754747588337
formal,0.002007754747588337
commit,0.002007754747588337
paper,0.002007754747588337
path,0.002007754747588337
inspection,0.002007754747588337
lower,0.002007754747588337
sn,0.002007754747588337
cloudhsm,0.002007754747588337
sid,0.002007754747588337
facil,0.002007754747588337
intend,0.002007754747588337
instruct,0.002007754747588337
destruct,0.002007754747588337
resource,0.002007754747588337
modern,0.002007754747588337
oblig,0.002007754747588337
membership,0.002007754747588337
download,0.002007754747588337
per,0.002007754747588337
robust,0.002007754747588337
health,0.002007754747588337
compani,0.002007754747588337
experi,0.002007754747588337
transform,0.002007754747588337
sure,0.002007754747588337
streamlin,0.002007754747588337
found,0.002007754747588337
beyond,0.002007754747588337
dynam,0.002007754747588337
acl,0.002007754747588337
vault,0.002007754747588337
wherev,0.002007754747588337
care,0.002007754747588337
minimum,0.002007754747588337
manner,0.002007754747588337
match,0.002007754747588337
renew,0.002007754747588337
malwar,0.002007754747588337
languag,0.002007754747588337
attempt,0.002007754747588337
enter,0.002007754747588337
den,0.002007754747588337
entir,0.002007754747588337
cycl,0.002007754747588337
identity,0.002007754747588337
veri,0.002007754747588337
burden,0.002007754747588337
indic,0.002007754747588337
tim,0.002007754747588337
three,0.002007754747588337
primari,0.002007754747588337
inherit,0.002007754747588337
erad,0.002007754747588337
much,0.002007754747588337
accident,0.002007754747588337
elimin,0.002007754747588337
gather,0.0017209326407900034
output,0.0017209326407900034
rdp,0.0017209326407900034
inbound,0.0017209326407900034
come,0.0017209326407900034
global,0.0017209326407900034
oidc,0.0017209326407900034
perspect,0.0017209326407900034
permit,0.0017209326407900034
independ,0.0017209326407900034
choic,0.0017209326407900034
along,0.0017209326407900034
aid,0.0017209326407900034
simpli,0.0017209326407900034
perf,0.0017209326407900034
